club_name,province,city,city_source,region,website,email,phone,leagues,type,lat,lon,postal_code,place_id,geo_precision,social,contact_person,contact_note,website_status,address,formatted_address,leader,sources,source_count,row_count,oba_affiliated,team_derived,aliases,evidence_url,claimable,domain_claim_ok,domain_claim_reason,last_verified,stale,audience,needs_review
Nepean Blue Devils,Ontario,Nepean,source,Capital-Kingston,https://www.nepeanbluedevils.ca/,generalmanager@nepeanbluedevils.ca,,EOBA (Eastern Ontario Basketball Association); EOBA Competitive Season 2025-26; OBL; OBL/OBA (affiliated),community,45.2847264,-75.7564617,,ChIJoXxX5fv9zUwRi5w7lIpxD5Q,APPROXIMATE,FB @NepeanBlueDevilsBasketballAssociation,,,,,"Nepean, Ottawa, ON, Canada",,"browser-sweep,community-sweep,geocode,league-harvest,oba-kml,obl-teams,website-scrape",7,7,yes,yes,Nepean Blue Devils | Nepean Blue Devils Basketball Association (NBBA),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
NET Basketball Academy,Ontario,North York,source,Toronto Region,http://www.netba.ca/,info@netba.ca,(647) 648-4073,OBA; OBL/OBA (affiliated),,43.7995365,-79.3554441,,,,,,,,,,,"census-2026-07,oba-kml,ontario-csv",3,3,yes,,NET Basketball Academy | NET Basketball Academy (Toronto Nets),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
New Horizon Basketball Academy,Ontario,,,Durham-York,http://www.newhorizonbasketball.com,info@newhorizonbasketball.com,4165536040,OBL/OBA (affiliated); ORBL (Ontario Regional Basketball League),,43.9634885,-78.9378402,,,,Instagram @newhorizonbasketball / Facebook NewHorizonBasketballAcademy,,"Confirmed GTA-based org (Markham, Whitby, Uxbridge, Clarington locations) with Skills Academy/House League/Rep/Girls Academy programs. Direct ORBL affiliation not explicitly stated on the contact page",,,,,"league-harvest,oba-kml,tier3-search,website-scrape",4,4,yes,,New Horizon Basketball | New Horizon Basketball Academy,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
New Wave Basketball,Ontario,,,GTA,,,,NPH Showcase,,,,,,,,,,,,,,"census-2026-07,ontario-csv",2,2,,,New Wave Basketball,ontario census + enrichment 2026-07-18,,,no-website,2026-07,,youth,
Next Generation Basketball,Ontario,,,Durham-York,https://www.nextgenerationbasketballclub.com/,info@nextgenerationbasketballclub.com,,OBL; OBL/OBA (affiliated),,43.9620192,-79.267524,,,,FB @nextgenbasketballclub; IG @nxt_generation_basketball,,,,,,,"oba-kml,obl-teams,website-scrape",3,5,yes,yes,Next Generation Basketball | Next Generation Basketball Club | Next Generation Basketball Club - Monzon/Rego | Next Generation Basketball Club - Team Ceddy,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
Next Level Basketball,Ontario,Vernon,source,BC Interior — Okanagan,https://www.nlbasketball.ca/,,,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Next Level Basketball,https://www.nlbasketball.ca/,,yes,canadian-tld,2026-07,,youth,
Next Level Basketball (NextLevel Sports Academy / Cowichan Valley Basketball),Ontario,Duncan,source,Vancouver Island (Cowichan Valley),https://www.cowichanvalleybasketball.com/,sandeep@nextlevelbasketballacademy.ca,,BC spring club tournament circuit; Victoria Night League (V&DABA),private academy,45.1608715,-75.4620458,N0H 1J0,ChIJlYfVn33bzUwRL32HyP57QMA,APPROXIMATE,FB @NextLevelSportsAcademy; IG @cowichanvalleybasketball,,,,,"Vernon, Ottawa, ON, Canada",,"census-2026-07,geocode,website-scrape",3,5,,,Next Level Basketball | Next Level Basketball (Barrie) | Next Level Basketball (NextLevel Sports Academy / Cowichan Valley Basketball),https://maps.googleapis.com/maps/api/geocode/json,yes,yes,website-corroborated,2026-07,,youth,
Next Man Up,Ontario,,,,nextmanup.ca,xmanupbasketball@gmail.com,,Hoop City Basketball Spring/Summer League 2026,,,,,,,Instagram @xmanupbasketball / TikTok @xmanupbasketball,,"Confirmed Scarborough, ON youth basketball program (address: 36 Griselda Crescent, Scarborough, ON M1G 3P6). Runs Boys Basketball Program and Lady Phenoms (2026-27). Matches Hoop City League per input",,,,,"browser-sweep,tier3-search,website-scrape",3,3,,,Next Man Up,https://www.nextmanup.ca/,yes,yes,canadian-tld,2026-07,,youth,
Nexus Wolves,Ontario,,,,,,,Hoop City Basketball Spring/Summer League 2026,,,,,,,Instagram @nexusbasketball,,"Nexus Wolves Basketball Club, based in the Region of Peel, ON. Also has a YouTube channel (Nexus Wolves Basketball Club). No email/phone found.",,,,,"browser-sweep,tier3-search",2,2,,,Nexus Wolves,https://www.instagram.com/nexusbasketball/,,,no-website,2026-07,,youth,
Niagara Apex Basketball,Ontario,Niagara Region (serves St. Catharines / Niagara Falls area),source,,https://www.niagaraapexbasketball.ca/home,info@niagaraapexbasketball.ca,,,,43.0581645,-79.29021329999999,,ChIJt96TyZ5M04kRliMZDZNGf-8,APPROXIMATE,FB @2008; FB @NiagaraApexBasketball; FB @niagaraapex; IG @niagaraapex,"Andre Salmon (Founder, 2021)",,,,"Regional Municipality of Niagara, ON, Canada",,"geocode,municipal-directory,website-scrape",3,3,,,Niagara Apex Basketball,https://maps.googleapis.com/maps/api/geocode/json,yes,yes,website-from-governing-body,2026-07,,youth,
Niagara Falls Basketball Association (formerly Niagara Falls Red Raiders),Ontario,Niagara Falls,source,Hamilton-Niagara Region,,,,OBL,house-league,,,,,,,,,,,,,"community-sweep,obl-teams",2,2,,yes,Niagara Falls Basketball Association | Niagara Falls Basketball Association (formerly Niagara Falls Red Raiders),https://www.bpsportsniagara.com/falls-minor-basketball-seeks-new-nickname/,,,no-website,2026-07,,youth,
Niagara Falls Red Raiders,Ontario,Niagara Falls,inferred-from-name,Hamilton-Niagara,http://www.nfredraiders.com/,nfredraiders@gmail.com,289-990-7561,OBL; OBL/OBA (affiliated),,43.122191,-79.1029844,,,,https://www.facebook.com/RedRaidersNF/ ; https://www.instagram.com/nfredraiders/ ; https://twitter.com/nfredraiders,Jamie Clarke (President),Site's SSL certificate has expired so direct fetch fails for both the main domain and its esportsdesk contact/directors sub-pages; confirmed via the search engine's index of that same site content. Al,dead-or-expired,,,,"oba-kml,obl-teams,tier3-search",3,3,yes,yes,Niagara Falls Red Raiders,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,,website-flagged-dead-or-expired,2026-07,,youth,
Niagara Girls Basketball Academy (NGBA),Ontario,Niagara Region,source,Hamilton-Niagara,https://niagarabasketballacademy.com/,dpicton@niagarabasketballacademy.com,289-821-5093,Jr. NBA Canada; Jr. NBA/Jr. WNBA Canada; OBL/OBA (affiliated),community,43.010139,-79.2553344,,ChIJt96TyZ5M04kRliMZDZNGf-8,APPROXIMATE,FB @CoachPicton; FB @NiagaraGirlsBasketballAcademy; FB @coachpicton,,,,,"Regional Municipality of Niagara, ON, Canada",,"browser-sweep,community-sweep,geocode,jrnba-2019,oba-kml,website-scrape",6,8,yes,,Niagara Basketball Academy | Niagara Girls Basketball Academy (NGBA),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-corroborated,2026-07,,youth,
Niagara Prep,Ontario,Niagara Falls,source,Niagara,niagaraprepbasketball.com,info@niagaraprepbasketball.com,,OSBA,,,,,,,,,,,,,,"census-2026-07,ontario-circuit-list,ontario-csv",3,3,,,Niagara Prep | Niagara Prep (A.N. Myer SS),ontario census + enrichment 2026-07-18,yes,yes,website-corroborated,2026-07,,youth,
Niagara Rangers,Ontario,,,Hamilton-Niagara,http://www.niagararangers.com/,,,OBL/OBA (affiliated),,43.1527727,-79.2390356,,,,,,,,,,,oba-kml,1,1,yes,,Niagara Rangers,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,,yes,website-from-governing-body,2026-07,,youth,
No Limits Youth Organization (Basketball),Ontario,Quinte/Belleville area,source,Capital-Kingston,https://nolimitsyouth.ca/,,,,community,,,,,,,,,,,,,community-sweep,1,1,,,No Limits Youth Organization (Basketball),https://nolimitsyouth.ca/basketball/,,yes,canadian-tld,2026-07,,youth,
No Look Dime,Ontario,,,,,,,Toronto Big League (SR Rep),,,,,,,,,,,,,,browser-sweep,1,1,,,No Look Dime,https://torontobigleague.ca/standings,,,no-website,2025-26,,youth,
NOBAT,Ontario,,,,,,,Phoenix League,,,,,,,Instagram @nobat.canada / Facebook NobatBasketballLeague,,"MODERATE CONFIDENCE: 'NOBAT Basketball League' is a Filipino-community basketball league/club based in Toronto/North York, ON (640 Lawrence Ave W). A team called 'NOBAT' is separately confirmed playin",,,,,"league-harvest,tier3-search",2,2,,,NOBAT,https://www.instagram.com/nobat.canada/,,,no-website,2026-07,,youth,looks-like-abbreviation
Norfolk Youth Basketball Association,Ontario,Simcoe,source,Kitchener-Waterloo,https://norfolkyouthbasketball.ca/,info@barrieroyals.ca,705-717-6449,CYBL (Canadian Youth Basketball League); Coalition; JUEL / JUEL Prep; Jr. NBA Canada; Jr. NBA/Jr. WNBA Canada; NJC; NPH Showcase; NPH-SL; NSC; OBL; OBL/OBA (affiliated); ORBL (Ontario Regional Basketball League),"instructional house league, Jr NBA Novice/Intermediate through age 12+, Sept-March at Waterford DHS and Simcoe CS",44.3903652,-79.6910866,N0E 1Y0,ChIJbSDXGjejKogRWlNLqAAPLh0,APPROXIMATE,FB @norfolkyouthbasketball; IG @norfolkyba,"Jean Montgomery (President, cell 519-427-3899, jeanmontgomery2@gmail.com); Barry Malcolm (Treasurer, cell 519-428-7091)","Confirmed match — site explicitly runs a 'Simcoe United JUEL' girls program, matching input's JUEL/JUEL Prep league listing.",,"Waterford District High School, 227 Main St S, Norfolk, ON, N0E 1Y0","Barrie, ON, Canada",Keith Macey (VP); Andrea Hawn (Sec),"211-cioc,browser-sweep,census-2026-07,community-sweep,contact-enrichment,gap-fill,geocode,jrnba-2019,league-harvest,municipal-directory,oba-kml,obl-teams,ontario-circuit-list,ontario-csv,tier3-search,website-scrape",16,44,yes,yes,21 Basketball Academy | Barrie Royals | Barrie Royals (Simcoe Muskoka franchise) | Barrie Royals BC | Barrie Royals Basketball Club | Next Level Basketball | Next Level Basketball (Barrie) | Norfolk Youth Basketball Association | Over Seas Basketball Association Location 1 (Entire Year) | Over Seas Basketball Association Location 2 (Entire Year) | Simcoe United | Simcoe United Spartans,https://maps.googleapis.com/maps/api/geocode/json,yes,yes,website-from-governing-body,2026-07,,youth,
North Bay Basketball Academy (NBBA),Ontario,North Bay,source,,https://www.northbaybasketball.com/,,,OBL,basketball academy/training,,,,,,https://x.com/NBBANorthBay,,"WEBSITE MISMATCH: the input website northbaybasketball.com belongs to 'North Bay Basketball Academy, LLC', a real organization in San Rafael, CALIFORNIA (the 'North Bay' region of the SF Bay Area) run",belongs-to-other-org,,,,"gap-fill,ontario-circuit-list,tier3-search",3,3,,,North Bay Basketball Academy | North Bay Basketball Academy (NBBA),https://www.northbaybasketball.com/,,,website-flagged-belongs-to-other-org,2026-07,,youth,
North Bay Spartans,Ontario,North Bay ON,source,North Region,http://northbayspartans.sportsavvy.com/,spartansbasketballnorthbay@gmail.com,705-303-8104,OBL; OBL/OBA (affiliated),"OBA member club, youth development + competitive, ages 9-18",46.3279495,-79.4845612,,ChIJ7-IiMbFUKE0RACcjxyh7AwU,APPROXIMATE,IG @spartansbasketballnorthbay,Larry Tougas,"Input's website (sportsavvy.com) fails with an SSL error. Found and confirmed the club's actual current site, spartansbasketball.ca - email is directly visible there (in a Google Calendar embed). Phon",,,"North Bay, ON, Canada",,"contact-enrichment,gap-fill,geocode,municipal-directory,oba-kml,obl-teams,tier3-search",7,7,yes,yes,North Bay Spartans | North Bay Spartans BC | North Bay Spartans Basketball,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
North Region Basketball,Ontario,Toronto (GTA-wide),source,Toronto Region,https://tonrba.com/,nick.nrba@gmail.com,647-519-3983,OBA; OBL/OBA (affiliated),house-league,43.762512,-79.4530725,,,,,,,,,,,"census-2026-07,community-sweep,oba-kml,ontario-csv",4,4,yes,,North Region Basketball | North Region Basketball Association (NRBA),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
North Region Crazy Catz,Ontario,,,,tonrba.com,nick.nrba@gmail.com,6475193983,ORBL (Ontario Regional Basketball League),,,,,,,Instagram/Facebook/Twitter @nrba2 (toronto.nrba),Nick Biagini (North Region Basketball Association),"'Crazy Catz' (U10/U12 teams) is a program of the North Region Basketball Association (NRBA), Toronto, ON. Additional NRBA contacts: Joe Gagliardi 416-996-9883 / gagaj@rogers.com; Susie Dipetta 416-476",,,,,"league-harvest,tier3-search",2,2,,,North Region Crazy Catz,https://tonrba.com/contact/,yes,,unverified-single-source-non-ca,2026-07,,youth,
North Toronto Basketball + Scarborough Blues (joint 'GTA' JUEL/JUEL franchise),Ontario,Toronto/Scarborough (GTA),source,,,,,JUEL / JUEL Prep,,,,,,,,,,,,,,league-harvest,1,1,,yes,North Toronto Basketball + Scarborough Blues (joint 'GTA' JUEL/JUEL Prep franchise) | North Toronto Basketball + Scarborough Blues (joint 'GTA' JUEL/JUEL franchise),https://ntbasketball.com/news-events/gta-juel-and-juel-prep-franchise/,,,no-website,2025-26,,youth,derived-from-team-name;no-contact-unverified
North Toronto Basketball Association,Ontario,Toronto,source,Toronto Region,http://ntbasketball.com/,ntbaregistrar@bell.net,(416) 481-1555,CYBL (Canadian Youth Basketball League); Coalition; NPH-SL; OBA; OBL/OBA (affiliated),house-league,43.6875487,-79.3935565,,,,site only,,,,,,Chris Easton (Pres); Ron Campbell (Registrar),"census-2026-07,community-sweep,contact-enrichment,league-harvest,oba-kml,ontario-circuit-list,ontario-csv",7,8,yes,,North Toronto | North Toronto (NTBA) | North Toronto BA (NTBA) | North Toronto Basketball Association | North Toronto Basketball Association (NTBA) | North Toronto Huskies (NTBA),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
North York Aquilas,Ontario,North York,source,,NYPAA.CA,northyorkpinoy@gmail.com,4168568785,Phoenix League,,,,,,,https://www.instagram.com/northyorkaquilas/,Francis (416-856-8785); Glenn (647-864-6373); text line 289-200-8653,"IG bio: 'North York Basketball | Since 1999 | OBA-REP-CLINICS', also on Facebook as 'N.Y.P.A.A.' -- likely North York Pilipino/Pinoy Athletic Association, matches the Phoenix League 'North York Aquila",,,,,"league-harvest,tier3-search",2,2,,,North York Aquilas,https://www.instagram.com/northyorkaquilas/,yes,yes,canadian-tld,2026-07,,youth,
North York Lions,Ontario,North York,source,Toronto,pbaa.ca,info@pbaa.ca,1-888-489-6441,NPH Showcase; NPH-SL; OBL,,,,,,,,,,,,,,"census-2026-07,obl-teams,ontario-circuit-list,ontario-csv",4,4,,yes,North York Lions | North York Lions (PBAA),ontario census + enrichment 2026-07-18,yes,yes,canadian-tld,2026-07,,youth,
North York Pinoy Athletic Association (North York Aquilas),Ontario,,,Toronto Region,https://www.nypaa.ca/index.html,,,OBL/OBA (affiliated),,43.7810253,-79.4469188,,,,FB @NYPAA,,,,,,,"oba-kml,website-scrape",2,2,yes,,North York Pinoy Athletic Association (North York Aquilas),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,,yes,website-from-governing-body,2026-07,,youth,
Northern Hoops,Ontario,,,,,,,Phoenix League,,,,,,,,,,,,,,league-harvest,1,1,,,Northern Hoops,https://basketball.exposureevents.com/264611/phoenix-basketball-spring-league-2026/teams,,,no-website,2025-26,,youth,no-contact-unverified
Northern Kings,Ontario,,,Toronto Region,https://kingnationbasketball.com/,contact@kingnationbasketball.com,,OBL/OBA (affiliated),,43.650439,-79.3898897,,,,,,,,,,,"oba-kml,website-scrape",2,2,yes,,Northern Kings,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
"Northumberland Minor Basketball Association (formerly Lakeshore Minor Basketball Association, rebranded 2022)",Ontario,Cobourg (house league Saturdays at Cobourg Collegiate Institute),source,,https://www.northumberlandbasketball.ca/,,7804268681,,"house league U10/U12/U14/U18, county-wide (Northumberland County), 20+ years running",43.9599054,-78.165509,,ChIJMejV6KfF1YkRuxSXg6U4iK0,APPROXIMATE,FB @lmba2k,,,,,"Cobourg, ON, Canada",,"gap-fill,geocode,website-scrape",3,4,,,"Northumberland Minor Basketball Association | Northumberland Minor Basketball Association (formerly Lakeshore Minor Basketball Association, rebranded 2022)",https://maps.googleapis.com/maps/api/geocode/json,yes,yes,canadian-tld,2026-07,,youth,
Norwood Stars,Ontario,ON,source,GTA,,norwoodstarsbasketball@gmail.com,,NPH Showcase; NPH-SL,,,,,,,,,,,,,,"census-2026-07,ontario-circuit-list,ontario-csv",3,3,,,Norwood Stars,ontario census + enrichment 2026-07-18,yes,,no-website,2026-07,,youth,
Nova Stars Elite,Ontario,,,GTA,forms.gle/iDvhsbGGs38zYVac9 (registration form),,,NPH Showcase,,,,,,,Instagram @novastarselite,,"Bio: 'The GTA's #1' development program, REP/AAU/Skill Training/Camps. Affiliate: @nseselect. No email/phone in bio.",,,,,"census-2026-07,ontario-csv,tier3-search",3,3,,,Nova Stars Elite,ontario census + enrichment 2026-07-18,,,unverified-single-source-non-ca,2026-07,,youth,
NRBA (Niagara Regional BA),Ontario,Niagara ON,source,,,,,Coalition,,,,,,,,,,,,,,"contact-enrichment,ontario-circuit-list",2,2,,,NRBA | NRBA (Niagara Regional BA),,,,no-website,2026-07,,youth,
NSE Select Academy,Ontario,,,,,,,NJC,,,,,,,Instagram @nseselect,,"MODERATE CONFIDENCE: @nseselect is listed as an 'Affiliate' in Nova Stars Elite's (@novastarselite, GTA) Instagram bio, and both accounts share the same registration Google Form link (forms.gle/iDvhsb",,,,,"contact-enrichment,ontario-circuit-list,tier3-search",3,3,,,NSE Select Academy,https://www.instagram.com/nseselect/,,,no-website,2026-07,,youth,
NuStep Basketball,Ontario,,,Toronto Region,https://nustepbasketball.ca/,,,OBL/OBA (affiliated),,43.645672,-79.3740249,,,,,,,,,,,oba-kml,1,1,yes,,NuStep Basketball,https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,,yes,website-from-governing-body,2026-07,,youth,
Oakville Anchors,Ontario,Oakville,source,,,,,Hoop City Basketball Spring/Summer League 2026,,,,,,,,,,,,,,browser-sweep,1,1,,,Oakville Anchors,https://www.tourneymachine.com/Public/Results/Division.aspx?IDTournament=h2026050420140144611ffbead9d704f&IDDivision=h202605042014014475d82cfbbd1f848,,,no-website,2026,,youth,
Oakville Basketball Club (Venom),Ontario,Oakville,source,Peel-Halton,https://www.oakvillebasketball.com/,admin@oakvillebasketball.com,(905) 469-1855,OBL/OBA (affiliated); SR Rep); Toronto Big League (JR Rep,community,43.48279,-79.6954609,,,,,,,,,,,"browser-sweep,census-2026-07,community-sweep,oba-kml,ontario-csv",5,5,yes,,OBC | Oakville Basketball Club (OBC) | Oakville Basketball Club (Venom),https://www.google.com/maps/d/kml?mid=1jf36n-Sx3O1KSIlSjRcGu-JABLNcyUgo&forcekml=1,yes,yes,website-from-governing-body,2026-07,,youth,
Oakville Panthers,Ontario,Oakville,source,Halton,https://www.oakvillepanthers.com/,chad@oakvillepanthers.com,647-405-2423,NPH Showcase; NPH-SL; Phoenix League,,,,,,,,,,,,,,"census-2026-07,league-harvest,ontario-circuit-list,ontario-csv",4,4,,,Oakville Panthers,ontario census + enrichment 2026-07-18,yes,yes,website-corroborated,2026-07,,youth,
