Club Name,Province,Region,City,Address,Phone,Email,Website,Owner/Principal,Programs,Leagues,Team-League Map,Type,Software,Confidence,Source,Notes
Vision Basketball Academy,Alberta,Calgary metro (Okotoks + Calgary),Okotoks,"240 Westland Street, Okotoks, AB",587-999-2510,mark@visionbasketball.ca,https://visionbasketballacademy.com/,Jae Taft — Owner & Head Skills Trainer (visionbasketballacademy.org/about); Mark Hogan — AYBC club contact,"Club teams U15, U17, U19 boys and girls; camps, 1-on-1 training; runs Vision Basketball CLASSIC and SEASON OPENER tournaments (Calgary & Okotoks); faith-centered, female-led; 1,000+ athletes trained, 30+ to college",AYBC — Association of Alberta Youth Basketball Clubs,Hosts AYBC-listed events: Vision Basketball SEASON OPENER (May) and CLASSIC (June) in Calgary & Okotoks,private academy / club,RAMP InterActive (visionbasketballacademy.com + cloud.rampinteractive.com files); SportsEngine org listing,verified,https://visionbasketballacademy.com/locations,
Eagles Basketball Academy,Alberta,Calgary metro,Cochrane,,403-354-4327,whorb30@gmail.com,https://eaglesbasketballacademy.com/,Wade Horb — club contact (AYBC directory),Fall and spring teams U13/U15/U17 boys & girls; 1:1 training; summer dryland training,Prolific Sports House League (Calgary); CMBA (league entries per site); AYBC — Association of Alberta Youth Basketball Clubs; Prolific Sports House League; CMBA; Full Court Events (tournament series),"Site lists competition in Prolific Sports House League, CMBA, Full Court Events and Southern Alberta tournaments",private academy / club,RAMP Registrations,verified,https://eaglesbasketballacademy.com/,Listed 'Eagles Basketball Academy / Cochrane' on ABA 2022-23 member list. Separate from CoMBA's 'Eagles' spring club program branding.
Edmonton Pro-Am Basketball,Alberta,"Edmonton metro, AB",Edmonton,"Louis St. Laurent High School, 11230 43 Ave NW, Edmonton, AB T6J 0X8 (primary venue)",,proambasketball@gmail.com,https://edmontonproambasketball.com/,,"Summer youth league (July-Aug) U11-U18 boys & girls competitive + rec divisions; spring league teams U13/U15/U18 boys; 1-on-1/small-group training (NCCP certified), all-girls program, camps, Kings Court tournament; travel to Edmonton/Calgary/Vancouver events",Edmonton Pro-Am Spring/Summer Leagues (self-run),Operates its own summer/spring leagues (not in currently mapped league list),private academy,GoDaddy site + Google Forms (registration),verified,https://edmontonproambasketball.com/,League/tournament organizer + training org rather than a pure club
Ascend Basketball Academy,Alberta,Rest of Alberta,Red Deer,,403-307-7573,officialascendbasketball@gmail.com,,Nathaniel McIntosh — club contact (AYBC directory),"Youth club/academy basketball, boys and girls",AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Association of Alberta Youth Basketball Clubs (member),,private academy,,primary,https://www.aybc.ca/2020-club-members-1/ascend-basketball-academy,"AYBC member club, Red Deer."
Cardston Youth Basketball,Alberta,Rest of Alberta,Cardston,,403-308-8507,BJNISH@GMAIL.COM,,Jody Nish — club contact (AYBC directory),"Youth basketball U11, U13, U15, boys and girls",AYBC — Association of Alberta Youth Basketball Clubs,U11/U13/U15 co-ed registered in AYBC circuit,community club,,primary,https://www.aybc.ca/2020-club-members-1/cardston-youth-basketball,AYBC member club.
Vision Basketball Academy,Alberta,"Calgary metro, AB",Calgary,,587-999-2510,mark@visionbasketball.ca,https://visionbasketballacademy.com,"Mark Hogan — executive/lead coach (40+ yr coach, FIBA-accredited, ChPC; also ABA Manager of Coach Education)",Club teams U15-U19 boys & girls; hosts Vision Basketball CLASSIC tournament; one of the older Calgary clubs,AYBC — Alberta Youth Basketball Clubs circuit,"AYBC member record: U19, U17, U15 both genders",private academy / club,RAMP InterActive (website),verified,https://visionbasketballacademy.com/executive,PSO list spells it 'Visions Basketball Academy'
Rustlers Girls Basketball,Alberta,Rest of Alberta,Acme / Linden,"Box 740, T0M 1J0",,rustlers.girls.basketball@gmail.com,,,Girls youth basketball for Acme/Linden (Kneehill County) area,,,community club (girls),,primary,https://www.abbasketball.ca/content/Alberta-Club-Map,Two pins (Acme and Linden) on official ABA club map. Distinct from Rustlers Youth Basketball in Lloydminster.
Windy City Basketball Club,Alberta,Rest of Alberta,Lethbridge,,403-795-9185,windycitybasketballclub@gmail.com,,Mandy Butler — club contact (AYBC directory),"Girls competitive club basketball U11, U13, U15",AYBC — Association of Alberta Youth Basketball Clubs,Girls U11/U13/U15 registered in AYBC circuit,community club (girls),,primary,https://www.aybc.ca/2020-club-members-1/windy-city-basketball-club,AYBC member club.
Calgary Elite Basketball,Alberta,Calgary metro,Calgary,,,,,,U15 boys club team evidenced,CMBA Spring League (club season),'U15 Boys Club B - Calgary Elite Basketball U15' team page on CMBA site,private club,,reported,https://www.cmba.ab.ca/team/7743/302/22786/173471,
Wolfpack Club Basketball,Alberta,Calgary metro,Chestermere,,,,https://www.instagram.com/wolfpackclubbasketball/,,"Boys club basketball program based out of Chestermere focused on player, person, skills and hard work (Instagram bio)",,,private club (boys),,reported,https://www.instagram.com/wolfpackclubbasketball/,"Distinct from the Lethbridge 'Wolfpack' in the AYBC directory (that one is contact Shawn Montgomery, Lethbridge)."
Swoosh Basketball Canada,Alberta,Edmonton metro,Edmonton,"17019 100th Street, Edmonton, AB T5X 4R8",(780) 200-9053,coachhopkins45@gmail.com,https://www.swooshcanada.com/,Ron Hopkins (Founder / Head Coach),"Club teams U11-U18 boys & girls; spring/summer and fall leagues; camps (all-girls clinic, homeschool academy); hosts major tournaments (Maximum Madness, Volvo Cars Edmonton Challenge, Delta South Classic, MM2; $750+GST entry); 33 years operating",EYBA Fall/Winter League; Swoosh Spring League (self-run); Swoosh Fall League (self-run); EYBA Spring League,EYBA registered club member; also runs its own spring and fall club leagues and tournament series,private academy (Swoosh Canada Basketball Inc.),BracketTeam (bracketteam.com) for registration,verified,https://www.swooshcanada.com/,"Incorporated June 2026; tournament operator at scale (400+ teams projected) — both a club and an events business | Type: private club/academy, founded January 2011 by Ron Hopkins; site notes 'Swoosh Canada Basketball Inc.' officially incorporated June 2026. Phone/email route directly to Hopkins. Custom website (not RAMP/TeamLinkt/SportsEngine). Sources: https://www.swooshcanada.com/ (address) ; https://www.swooshcanada.com/contact-us (phone/email) ; https://www.swooshcanada.com/our-story (founder)"
CADA Sports (CADA Red Storm),Alberta,"Edmonton metro, AB",Edmonton,"P.O. Box 41030, Edmonton, AB T6J 6M7",,info@cadasports.com,https://www.cadasports.com/,Barrie Curtis — club contact (per AYBC member listing),"Canadian Academic Athletic Development Academy Foundation; Small Ball (ages 4-12), competitive basketball training & games, camps/clinics; ages 5-17",AYBC — Association of Alberta Youth Basketball Clubs,CADA Red Storm is an AYBC member club (AYBC membership directory),private academy,Google Forms (registration),verified,https://www.cadasports.com/,
Edmonton Southside Hoops,Alberta,Edmonton metro (southside),Edmonton,,(780) 257-3438,,https://edmsouthsidehoops.ca/,"""Coach G"" (lead coach; full name not published)",Boys club teams U13-U17 ($825-$1000/season); group training; spring 5v5 in-house league (Mar-May); summer 3v3 tournament; Kobe day camp,Edmonton Southside Hoops Spring League (self-run in-house),Club teams + own in-house spring league; external league entries not published,private academy,Shopify (e-commerce registration),primary,https://edmsouthsidehoops.ca/,
Climb Basketball Academy,Alberta,"Edmonton metro, AB",Edmonton,,,,https://www.climbbasketball.ca/home,"""Coach Slav"" (lead coach; full name not published)","Development programs ages 5-13: U8 3x3, U9 development, U11/U13 programs incl. 3x3; fall programs",EYBA Fall/Winter League,Listed on EYBA official clubs page as participating club,private academy,,verified,https://www.climbbasketball.ca/home,Lead coach goes by 'Coach Slav' on site (full name not published)
Encounter Sports (ES Lions),Alberta,"Edmonton metro, AB",Sherwood Park,"53105 Highway 21, Sherwood Park, AB T8A 4T7",,,https://encountersports.ca/,,"Faith-based multi-sport org: Junior Lions co-ed spring basketball (K-Gr 5), ES Lions spring basketball tryout teams, summer basketball/volleyball/golf/hockey camps",,ES Lions spring teams — league not published,multi-sport org,,verified,https://encountersports.ca/,
Panther Athletic Club (PAC),Alberta,"Parkland County, Edmonton metro",Spruce Grove,,,,,,"Spring basketball club with U13 girls, U15 boys, U17 girls teams",,,club (type unpublished),,reported,https://www.instagram.com/pac_basketball/,"Instagram-only presence found ('Spring Basketball Club based out of Spruce Grove, AB')"
Splash Canada Basketball,Alberta,Central Alberta,Red Deer,"Red Deer T4N 5V6; second map pin Waskasoo Ave, Penhold T4E 1X4",,splashcanadabasketball@gmail.com,https://www.splashcanadabasketball.com/,,"Elite boys teams: U13, U15, and High School divisions.",Alberta club/travel tournament circuit,"U13 Boys, U15 Boys, HS Boys rosters listed on club site.",private competitive club,"RAMP InterActive (confirmed — 'Website by RAMP InterActive', RAMP registration)",primary,https://www.splashcanadabasketball.com/,Named by RDMBA as one of the strong clubs in the region at its closure.
Badlands Basketball Club,Alberta,Southeastern Alberta,Medicine Hat,,403-977-4545,badlandsbasketball0@gmail.com,https://www.badlandsbasketball.com/,Megan Getz / Chad Watson — club contacts (AYBC directory),"Elite spring club teams — Outlaws (boys), Renegades (girls) — selected via late-March tryouts; developmental camps year-round for all ages.",AYBC — Association of Alberta Youth Basketball Clubs; Spring club tournament circuit,Outlaws/Renegades spring teams on the club tournament circuit.,private competitive club (est. 2013),Wix (website),primary,https://www.badlandsbasketball.com/copy-of-our-program,AYBC directory lists 'Badlands Basketball — Medicine Hat'.
Edson Raiders Basketball,Alberta,West-Central Alberta (Yellowhead),Edson,,,,,,,,,competitive club,,reported,https://www.facebook.com/EdsonRaidersBball/,PSO member registry entry ('Edson Raiders'); likely the club/rep arm alongside Edson Minor Basketball — confirm relationship before outreach.
Raymond youth basketball,Alberta,Rest of Alberta,Raymond,,,,,,Girls U13 team entered in provincials,Alberta Basketball Youth Provincials (YP),'Raymond' team in YP 13U Girls Div 3 (2025-26 portal),community club,,uncertain,https://abbasketball.ca/content/who-are-members,Single team entry in YP portal; club organization behind it unverified.
Infinity Basketball Club,Alberta,Rest of Alberta,La Crete,,780-841-5667,infinitylacrete@gmail.com,,Brenda Wiebe — club contact (AYBC directory),"Youth basketball U11, U13, U15, U17, boys and girls",AYBC — Association of Alberta Youth Basketball Clubs,U11-U17 co-ed registered in AYBC circuit,community club,,primary,https://www.aybc.ca/2020-club-members-1/infinity-basketball-club,Far-northern Alberta (Mackenzie County) club — AYBC member.
Prolific Sports Academy,Alberta,Calgary metro,Calgary,,,,https://prolificsportsacademy.com/,,Preparatory boarding-school basketball program founded 2022 for boys grades 10-12 and postgraduates; affiliated with Prolific Sports House facility,,,"private academy (prep boarding program, boys gr.10-12 + postgrad)",,primary,https://prolificsportsacademy.com/,
Peak Youth Athletics (PYA),Alberta,Calgary metro,Airdrie,,403-554-9479,PeakYouthAthletics@gmail.com,https://www.peakyouthathletics.com/,Matthew Saffran ('Coach Matt') — founder/lead coach (AYBC directory contact + site 'About Coach Matt'),"Basketball training, camps and club teams (incl. girls club basketball) U11-U17; volleyball camps; 1,500+ athletes trained over 4 years",AYBC — Association of Alberta Youth Basketball Clubs; AYBC — Alberta Youth Basketball Clubs circuit,"AYBC member record: U17, U15, U13, U11 both genders",private multi-sport org (basketball + volleyball),Wix (website),verified,https://www.peakyouthathletics.com/,Also listed as: Peak Youth Athletics
Big Rock Basketball Club,Alberta,"Calgary metro, AB",Okotoks,,403-336-6503,info@bigrockbball.ca,https://bigrockbball.ca,Dave Wooldridge — contact/president (AYBC record; presented to Okotoks council 2019),~30 years in Foothills competitive basketball; girls teams Gr 6-12 (Sand/Pebbles/Stones/Rocks/Boulders tiers); camps Gr 6-9; hosts girls tournament,AYBC — Alberta Youth Basketball Clubs circuit; AYBC — Association of Alberta Youth Basketball Clubs,"AYBC member record: girls U17, U15, U13","community club (girls, Foothills area)",WordPress (website — erroring at census time),verified,https://bigrockbball.ca,
Open Basketball Academy,Alberta,Edmonton metro,Edmonton,,(587) 986-4008,openbasketballacademy@gmail.com,https://www.openbasketballacademy.com/,,"Group classes beginner-to-elite, team and camp registration, all ages and levels; KidSport Edmonton partner",EYBA Fall/Winter League,EYBA registered club member; no published team-league mapping,private academy,,primary,https://www.openbasketballacademy.com/,Partners with Alberta Basketball
DT Elite Basketball Club,Alberta,Rest of Alberta,Red Deer,"72 Barrett Drive, Red Deer, AB T4R 1J3",587-377-5363,info.dteliteball@gmail.com,https://dteliteball.teamsnapsites.com,,Youth club/rep basketball (details on TeamSnap site),CJB League (per club site claim),,private club/academy,TeamSnap Sites (website + registration),primary,https://www.abbasketball.ca/content/Alberta-Club-Map,Listed 2022/23 as 'DT Elite Basketball / Innisfail'; now Red Deer addresses on official ABA club map (also dtelitebasketball.ca). Secondary email dteliteball@gmail.com.
